4800	3894
9140	3425
301	5019
2166	8592
2866	7097
3779	5237
5523	3451
4078	1613
3288	2311
693	9452
8207	6136
7994	4111
6502	7581
2386	6167
2542	7740
4962	1382
159	4164
7650	5127
6727	6374
7573	3546
8298	982
3032	9068
6079	9492
4774	235
1959	4963
7744	6922
3424	4105
3117	9163
3261	1785
1057	4205
3622	1837
628	8696
7292	8657
22	1902
8603	1106
6532	7349
3490	32
6280	7040
25	8130
8146	4181
2786	3712
8802	398
8180	6804
4389	19
3793	345
5599	48
7131	9001
5388	798
4588	214
1918	6535
9402	3271
4911	7018
5544	7111
2411	4695
1502	7674
3617	6368
3504	8782
3569	5785
6631	7361
2699	8330
733	9382
6361	5047
8297	3113
3933	2663
1408	6406
3410	2918
2338	7089
6619	5972
7147	8927
2351	8822
1435	8669
342	1160
8099	2635
7501	219
2502	4692
4713	3625
8582	8110
6755	5798
3403	5505
3018	5597
4197	7980
4472	8517
8130	6055
5711	7975
194	8302
1730	991
5126	3706
5969	4006
844	5960
772	8613
1659	4196
800	7550
1872	3279
7433	7744
5459	20
4118	287
3591	7693
887	3008
5932	7373
6018	3933
5989	7440
5299	1513
1324	4086
5034	4815
2923	7420
4225	8826
5744	2189
9231	6337
8473	5988
759	5706
338	9391
4956	2355
7236	118
5380	3188
8854	262
1993	7593
4064	1866
7621	898
5760	7029
33	3607
7487	1428
3987	8202
6048	4770
578	567
3820	6715
193	2446
8248	8614
258	5042
609	5196
8352	2940
1628	203
3697	1419
2698	3822
2012	8325
8102	5643
6100	8238
536	4449
617	3233
6709	432
8893	7588
336	3661
4882	7529
424	4994
4929	5141
1254	2676
3004	1461
3458	6887
3735	9401
8106	6838
1643	1410
4217	466
1963	6619
2245	854
6653	6388
5155	7487
7216	3572
6558	5971
4366	3053
3258	7343
542	90
3054	3470
3603	513
8489	2707
835	9180
6034	1771
5421	4404
3138	2471
4796	726
2149	2131
2342	465
7687	5923
5750	1235
6807	2854
657	1139
4301	6248
6190	9447
5135	4998
9570	9378
4020	2004
735	9461
6898	4301
6228	146
4330	4920
7938	2641
6271	5144
3083	5009
6579	1288
9435	9527
7040	9476
6441	5291
4462	8569
3416	968
61	147
539	2962
4054	783
1714	618
2874	2670
7529	1118
8094	1725
1954	2655
3585	5226
5007	9002
3869	2401
6765	6002
235	9248
9005	6746
8922	4876
7561	6740
6284	1578
8458	6755
5133	3029
2888	5333
8776	2340
9195	389
5175	7508
8573	7605
1172	554
5368	8877
3633	439
2365	8073
8043	2371
5591	4260
483	9266
1380	8902
598	7898
4569	1596
7240	3060
6390	7112
1865	8287
7204	2753
2974	175
2378	2032
5506	514
6400	6386
2076	1063
3488	5492
467	745
6191	8140
7804	24
5662	5055
1673	3018
5808	2872
6403	5299
4480	7937
3126	1089
7384	5765
7916	3518
7638	6953
3509	7577
8386	8050
5606	6920
1478	9005
7967	8266
4536	5029
8621	348
9138	2469
3364	5810
3673	6653
8768	7317
8337	4177
4519	2143
5625	427
4647	8135
7728	5159
5510	1656
984	4387
7172	9286
1679	9283
6624	6044
5611	7337
1137	4845
8331	6644
2747	1643
6160	8566
2741	6861
5349	3437
8260	2023
7985	3421
1326	4465
5015	2277
5352	989
7272	6661
1443	4064
5890	6807
6111	5578
6116	6727
4988	2379
5023	3585
829	8615
6172	5023
465	6730
1969	5919
1220	3108
4312	6483
5765	9471
3580	6894
777	8001
4733	3412
925	9450
2981	7843
7269	1722
3881	892
717	6668
9413	2789
6380	3649
1430	5572
3746	1018
7738	4030
4625	9437
4394	96
4869	5778
1726	9464
8541	9320
8187	4490
8535	127
2213	4628
3437	7801
1036	933
5749	6489
2311	7286
5303	9600
5801	4603
2503	7060
6569	1994
589	6603
4345	8609
1020	3735
2622	1028
8335	6342
2291	6818
378	1834
2427	6391
9244	888
8061	2061
6910	5969
4661	7748
1315	702
3937	8458
6227	2514
8354	1389
3500	6050
1531	6853
7829	3917
1319	7058
7473	2230
4967	6089
4717	5348
9614	5697
239	5745
2951	2582
3432	8546
7973	8928
7056	1181
2006	9399
6112	2565
4018	4871
5964	1140
197	1793
7895	5028
3910	3531
473	8100
9540	121
2565	1121
3514	1286
3920	9326
4326	5394
3969	3985
1897	7632
8145	8469
4424	3616
2609	3132
6318	245
431	3145
8370	3904
1406	4041
8824	7012
4860	6876
7514	6265
1469	4822
2268	5700
9622	1631
9299	7631
888	1015
2497	1565
8711	3784
7581	6208
9546	2496
9083	7954
4890	569
8636	2417
8385	2858
606	4897
3742	1951
5745	8243
8301	9418
4583	8683
557	8684
175	3333
6950	8323
6763	4691
5858	8760
921	5270
7447	8303
5416	5201
7979	2206
1791	9129
575	3709
499	4834
7793	8254
1247	152
5659	1856
3957	3249
4711	6599
1054	5279
8453	2552
507	5424
1136	4833
4540	6919
6138	1363
951	8672
1983	4464
2418	5870
5076	3195
8487	5435
5219	9380
5492	5163
5077	4433
7883	6789
6081	3533
6518	1524
3916	3644
9042	184
4365	8369
6479	3580
3546	252
4611	4751
1560	9152
2526	1711
7142	9112
9171	8346
5887	44
3518	7293
7104	879
519	9241
6169	3499
1245	2528
3704	7522
3854	5376
52	1686
3389	2732
274	3166
9088	5357
7389	7847
9633	8463
1471	2654
4270	8745
4752	4905
4980	9116
6387	2580
1165	9208
4006	4824
9071	6205
2067	2226
8937	8637
5702	8270
8322	5366
4955	8710
46	8177
4193	1034
6420	8565
7161	1492
1756	5909
7478	3743
7041	3372
4433	7171
1385	319
4098	858
441	6734
4829	1980
661	1781
6049	3322
2381	8037
8509	8619
8566	9226
6484	3535
170	4592
9348	8523
2816	4061
4387	5802
8416	5200
273	8559
374	4326
6954	2765
5109	2191
619	368
5474	3558
1390	8112
7405	508
2852	3858
5629	7197
240	3962
8833	2434
3291	4401
3457	1448
4692	5635
8281	9533
7576	2971
2085	2276
6165	1525
10	2225
872	8527
2205	3332
2371	8775
8671	7686
2079	5474
4720	8183
8804	6321
8208	1612
1715	355
2881	5727
6118	2949
9303	6926
6265	815
3053	4832
7460	1959
4063	2625
5850	6843
3616	3036
712	9212
540	2280
5044	6759
314	6031
1498	6395
2003	2002
1642	9339
3295	1351
3352	9582
6146	3245
7494	1983
6246	857
613	2603
7560	996
8045	3977
5732	7894
372	4610
3716	7671
6580	874
5422	5532
3934	3445
1103	3879
7420	3434
1885	1469
1442	5331
5960	2048
4150	9622
1058	6567
4822	1821
4032	7817
226	8752
747	1058
359	3462
8822	732
7519	4082
3773	8922
1530	97
9298	2686
2270	1225
8303	2166
7845	2245
8367	6134
2461	1068
5597	1100
4704	2575
2988	499
5326	4587
3401	2953
8831	1048
7410	4745
6523	4314
8732	6331
1961	6429
2892	599
1283	4389
3442	5891
4162	106
2514	8488
8042	2951
8579	3417
8259	7258
1461	5298
94	2217
9099	8092
9290	9458
2702	1756
5784	3605
8670	3593
9286	5484
8565	1208
3637	7948
6030	2134
8877	4619
4584	1708
2843	8126
6813	4643
9411	8616
2876	8561
4252	4445
5157	8335
2143	4187
1796	5892
8955	3504
5868	7471
4112	4079
564	8965
2070	6322
3374	3317
3462	3148
8729	911
2712	8957
4111	8556
3390	2970
518	8824
5375	3774
4614	1527
4685	8355
6145	5509
3767	5580
2316	17
983	7446
1429	5943
9422	8410
5634	5209
2813	1672
1524	496
2318	7414
3756	8831
6551	4540
2814	4888
2157	6517
8323	6732
3625	8943
2483	1102
4933	6027
820	9275
971	8226
8554	748
5582	7395
6337	6351
3159	2033
3174	2621
2028	597
7946	6924
7080	510
352	870
2137	5292
3921	4054
4640	6991
4483	837
383	6214
4336	83
5689	6550
7021	323
8342	8201
9500	746
783	5175
7315	6235
7230	3881
6201	6094
8465	6553
9624	299
7769	8816
5564	5045
2704	4725
1345	9448
4169	2403
3181	7538
7579	3773
3762	6465
6036	2589
6656	52
1593	7543
1163	9565
5522	8018
4849	585
7805	8847
1428	8056
4219	2402
3370	1147
8001	5096
2669	5793
2434	331
2962	6157
379	728
2500	232
2492	473
6382	5681
8869	5109
9102	1723
3658	8208
36	7424
2762	3542
5793	7340
3652	1693
1438	3863
6429	8963
6511	5233
513	4812
1466	4422
5576	5968
7789	1455
4179	6866
7932	8591
3320	1393
4920	2981
7493	2651
997	6068
4906	4671
4885	1648
6894	8021
98	4911
4030	4945
1541	5089
1169	3673
4050	4329
9448	450
5097	9077
2847	4317
400	8777
5967	6237
7278	2234
4594	4062
4686	8061
7656	4323
4117	6307
5472	2937
3774	5372
2671	1804
5568	669
1627	8081
5555	2917
9169	8072
498	2314
1147	1227
601	9340
1912	7216
8940	1367
7834	5227
987	7764
9002	8654
4399	2327
2402	7085
1882	713
2508	7107
8407	2462
8177	2643
4240	2604
7648	8989
8826	623
6798	4999
5316	604
30	8931
6330	6956
4398	7098
4936	9306
9247	2325
7669	5347
8425	4197
9464	2177
638	5328
8379	4531
643	3713
7585	4947
5992	3448
2168	8301
8175	6222
1153	5546
3035	4563
9604	5285
4264	8953
3128	9305
5366	413
3634	6513
3657	3381
4662	2358
2161	3677
2191	9404
1174	447
551	237
2731	5051
709	2445
2959	278
6540	16
3479	7226
7312	281
3043	7356
2560	6111
4544	7124
276	1921
1783	6432
6428	6353
6483	2812
1029	297
3363	9024
7855	4035
6397	7897
60	4993
1099	6533
6721	379
4963	2003
3962	5683
9212	2569
9311	371
2841	3715
1349	8640
9355	2194
6734	2091
8938	6146
3586	6259
4229	1963
1119	8105
1234	1738
859	7560
8486	8802
726	3084
8680	4567
3003	4102
8041	4112
9356	7612
953	4195
181	3550
2518	643
837	6344
548	5863
4122	1783
3102	7186
9198	5622
1562	9302
3951	1220
4293	6233
2144	7100
1031	4910
2484	3009
313	3577
1025	5273
2603	9172
7300	727
7847	2502
5389	4306
7260	8746
2801	8668
4834	8221
2112	6245
827	2799
2123	4727
4656	8635
2165	3301
1543	9327
3077	629
6703	3490
1804	3480
5870	609
1134	1954
2768	6301
1334	5527
9054	3219
7029	9388
2395	3181
8483	5983
4130	5523
7102	4349
6427	3040
5005	3700
6652	928
2695	7507
3604	3128
4045	5260
1055	9160
824	7033
7476	9475
6407	8472
265	1274
5461	3864
6674	3334
4638	8094
5424	9559
6635	1438
3246	1605
8134	9440
8221	8960
6758	7021
4809	8280
9160	2579
3441	6883
74	4110
4417	4139
2539	9193
7026	875
1398	359
8944	8954
9302	5184
8956	619
4902	5755
3804	2742
1053	7182
8898	2600
4475	5908
3510	6407
7365	6974
8905	3186
1711	3900
8444	4536
3940	9099
4405	7944
9565	2024
2639	4816
5188	4548
546	1380
1720	7901
5843	758
7296	1707
1784	8295
7192	1683
8825	906
8437	6917
3333	3883
4578	8041
3313	8248
2865	1522
3893	7492
6141	1291
7567	9294
4600	5125
2266	987
8343	28
5912	1174
389	1531
7417	5878
8202	3811
2552	4793
9437	7467
9284	6884
2661	2961
2036	1391
3947	8743
8020	5316
4745	6846
9398	7752
2646	4021
9447	5929
8194	3403
6170	582
267	4049
3042	620
6911	8180
5153	5050
724	3352
6803	5684
2890	4451
6787	9319
5084	6614
6395	3208
8369	5486
8673	882
8641	8327
3030	5912
9066	4955
9421	63
8084	824
7111	1150
9199	3430
3801	5405
4296	3944
8364	3951
3892	6389
3884	635
3332	6172
4407	7999
1818	3648
4282	3631
1900	8898
8377	4098
5128	1741
8887	6754
744	7730
9001	7034
2810	3694
6591	5249
8095	2415
9552	1310
6497	253
993	5488
8656	3860
3318	7309
1632	6799
5951	9061
567	7319
565	2370
7343	2275
1363	2062
4558	9228
9118	6594
1607	2493
4258	8368
8993	9487
5817	3227
3998	1730
8906	2685
2606	2805
2287	2318
1156	1154
1704	5356
7734	9555
9363	7443
6615	7382
4981	4584
8662	7451
8672	5645
1732	234
1141	5598
6381	6798
9541	8850
4727	6809
8874	5362
6252	3028
4457	1569
418	6860
8279	2743
7757	87
7727	6181
9237	4936
2696	1165
2454	310
2020	8840
5452	6944
798	4279
3237	2526
9161	4007
3101	7537
7752	3140
1681	5917
2385	1535
3620	3869
868	3527
6222	239
8773	6081
8988	8165
3474	7876
7211	819
5657	3066
3550	5389
4748	5421
1738	6502
5435	2028
8839	511
605	8603
6908	545
4799	3617
6462	7297
405	8255
3632	8748
6990	5188
7099	3939
6644	5232
2872	1238
8039	3207
8151	1917
2553	5573
8255	8277
2014	4394
2480	8026
5600	3780
7340	1199
1950	4344
1841	7839
2761	9605
3929	6013
6144	8027
8356	566
4344	181
2105	725
7949	9499
3695	2910
6642	9491
5949	8484
5111	910
8060	1869
7477	1640
8445	4304
6013	9514
9387	7225
297	9398
1281	3100
3088	5941
3764	2113
8224	3623
7524	7985
1297	2609
7671	5510
1077	7974
9401	8447
8540	4685
5016	79
4474	2705
9530	7973
5924	1117
3263	2135
8907	8531
3714	5680
7998	8218
9027	535
2226	8811
8948	2826
9509	9008
3252	2696
5371	8222
8122	8776
6423	6751
7220	5775
4036	5115
2090	7736
423	8554
413	6864
2089	1306
5432	7684
7480	7342
1427	4472
7571	5070
2610	8334
3648	9171
6639	4336
4234	5450
6295	7939
3325	5473
8162	5088
4349	6390
7364	6530
2058	8509
1462	488
9338	8999
3192	4773
7761	6591
6599	601
6824	6239
7543	8290
1923	138
2894	7442
5313	9088
7107	1466
7441	3795
7069	1368
6054	9608
2441	68
83	6210
8133	8386
2195	4413
9595	4345
979	5440
1306	6710
3108	6780
416	8111
8713	2331
1431	8350
7771	2339
7908	5843
9440	8893
9378	7942
9382	3268
7335	8383
4237	238
4107	9389
1705	2890
2456	2728
4180	8370
4279	2411
6614	4155
6986	3551
5232	4882
6554	272
2206	3093
4643	7986
3590	5034
4287	6143
5514	7989
9488	2699
3651	5220
8609	1107
4960	1446
4035	4339
3172	6890
7231	6577
2604	5349
9414	7375
8845	4705
2452	1543
1154	685
3021	1617
8880	2007
5348	2016
9155	518
1881	8452
1512	4956
681	5905
7777	5344
4341	631
8666	3211
3177	4602
6683	7160
296	2537
1321	1318
3166	7191
4323	4159
8769	1035
2511	1490
403	5430
4506	233
2569	261
7317	1093
3009	7854
6620	8380
8201	1548
932	5639
3121	2046
5976	4121
2257	8883
90	8206
7266	8671
315	5932
8049	5814
4404	2999
1314	6427
7654	7893
7582	1349
8635	2965
8568	2173
728	7189
3022	9421
655	6125
2799	2793
5919	2810
8209	999
2937	5749
5281	7190
7532	8711
3749	7981
8811	3370
6901	3303
5587	8193
9583	1715
3924	6558
3029	3576
6730	4172
1630	904
2977	5062
5042	8845
8731	5751
4742	1906
4811	9406
6739	2606
261	4365
4608	712
3212	2938
874	3177
2522	1970
7711	3175
3386	4492
6327	257
4121	4851
6920	7818
7919	7616
8745	5850
5041	2429
5043	3803
9416	7290
3889	7991
4464	4095
4716	1818
1980	7738
2855	394
5493	3003
4969	1504
7723	684
4300	1701
6761	322
6071	7756
6231	6333
5460	4352
5436	6948
1251	5726
8268	3736
3663	8404
4572	443
8876	8787
2126	1487
8668	3382
6543	3198
6542	5040
9361	7198
6426	240
6004	8382
926	5612
4247	2085
6533	18
4534	1134
6098	5108
1465	1073
6989	7371
5751	1926
2247	2136
2401	8869
8021	2761
9093	6820
7347	6144
2286	5718
5846	6684
138	9419
9038	5514
3849	7517
7504	8364
2582	3407
773	6498
5475	6201
2246	4436
5882	4042
8837	9509
1655	1732
4452	2018
2677	2710
9527	7502
246	3766
6778	7210
3786	2542
7649	639
7607	3294
3721	2155
3365	9387
7449	807
7009	4238
4273	5432
6032	3474
1102	6571
8451	190
2581	7963
2445	5157
7510	4286
1289	1326
8273	157
3705	3916
9220	6480
6546	2260
7986	6488
9211	1051
7060	8465
8329	6897
174	9518
6521	2952
7643	5475
8784	8659
9351	4036
8553	2898
8254	8736
2583	3004
5062	6025
172	3865
3351	3252
6806	7531
6919	682
8753	7011
5322	4191
6418	9190
4847	8259
6573	1493
3372	2238
1286	5773
9113	6318
8716	5218
1160	3030
2620	7387
2673	4381
4725	6434
4202	917
2035	2677
4315	3312
5727	6518
833	1528
3700	8187
658	8043
